"location","year","jd","Acartia.spp.unidentified","Appendicularia","Calanus.finmarchicus","Calanus.helgolandicus","Calanus.I.IV","Calanus.V.VI.unidentified","Centropages.hamatus","Centropages.spp.","Centropages.typicus","Copepod.nauplii","Decapoda.larvae","Euphausiacea.total","Evadne.spp.","Fish.eggs","Fish.larvae","Hyperiidea","Metridia.lucens","Oithona.spp.","Para.Pseudocalanus.spp.","Podon.spp.","Temora.longicornis"
"centre",1958,1,37.2263376655331,7.12009771614865,9.65514552405758,1.57034596086082,0,0,0,0,3.80255961709053,0,0.0947477570101671,2.4892310125748,0,0.10091477078006,0.0156978532324537,0.428242316342964,1.417861930637,304.706543994236,408.310479248318,0,47.3258215888053
"centre",1958,2,37.2263376655331,7.12009771614865,9.65514552405758,1.57034596086082,0,0,0,0,3.80255961709053,0,0.0947477570101671,2.4892310125748,0,0.10091477078006,0.0156978532324537,0.428242316342964,1.417861930637,304.706543994236,408.310479248318,0,47.3258215888053
"centre",1958,3,37.2263376655331,7.12009771614865,9.65514552405758,1.57034596086082,0,0,0,0,3.80255961709053,0,0.0947477570101671,2.4892310125748,0,0.10091477078006,0.0156978532324537,0.428242316342964,1.417861930637,304.706543994236,408.310479248318,0,47.3258215888053
"centre",1958,4,37.2263376655331,7.12009771614865,9.65514552405758,1.57034596086082,0,0,0,0,3.80255961709053,0,0.0947477570101671,2.4892310125748,0,0.10091477078006,0.0156978532324537,0.428242316342964,1.417861930637,304.706543994236,408.310479248318,0,47.3258215888053
"centre",1958,5,37.2263376655331,7.12009771614865,9.65514552405758,1.57034596086082,0,0,0,0,3.80255961709053,0,0.0947477570101671,2.4892310125748,0,0.10091477078006,0.0156978532324537,0.428242316342964,1.417861930637,304.706543994236,408.310479248318,0,47.3258215888053
"centre",1958,6,37.2263376655331,7.12009771614865,9.65514552405758,1.57034596086082,0,0,0,0,3.80255961709053,0,0.0947477570101671,2.4892310125748,0,0.10091477078006,0.0156978532324537,0.428242316342964,1.417861930637,304.706543994236,408.310479248318,0,47.3258215888053
"centre",1958,7,37.2263376655331,7.12009771614865,9.65514552405758,1.57034596086082,0,0,0,0,3.80255961709053,0,0.0947477570101671,2.4892310125748,0,0.10091477078006,0.0156978532324537,0.428242316342964,1.417861930637,304.706543994236,408.310479248318,0,47.3258215888053
"centre",1958,8,37.2263376655331,7.12009771614865,9.65514552405758,1.57034596086082,0,0,0,0,3.80255961709053,0,0.0947477570101671,2.4892310125748,0,0.10091477078006,0.0156978532324537,0.428242316342964,1.417861930637,304.706543994236,408.310479248318,0,47.3258215888053
"centre",1958,9,37.2263376655331,7.12009771614865,9.65514552405758,1.57034596086082,0,0,0,0,3.80255961709053,0,0.0947477570101671,2.4892310125748,0,0.10091477078006,0.0156978532324537,0.428242316342964,1.417861930637,304.706543994236,408.310479248318,0,47.3258215888053
"centre",1958,10,37.2263376655331,7.12009771614865,9.65514552405758,1.57034596086082,0,0,0,0,3.80255961709053,0,0.0947477570101671,2.4892310125748,0,0.10091477078006,0.0156978532324537,0.428242316342964,1.417861930637,304.706543994236,408.310479248318,0,47.3258215888053
"centre",1958,11,37.2263376655331,7.12009771614865,9.65514552405758,1.57034596086082,0,0,0,0,3.80255961709053,0,0.0947477570101671,2.4892310125748,0,0.10091477078006,0.0156978532324537,0.428242316342964,1.417861930637,304.706543994236,408.310479248318,0,47.3258215888053
"centre",1958,12,37.2263376655331,7.12009771614865,9.65514552405758,1.57034596086082,0,0,0,0,3.80255961709053,0,0.0947477570101671,2.4892310125748,0,0.10091477078006,0.0156978532324537,0.428242316342964,1.417861930637,304.706543994236,408.310479248318,0,47.3258215888053
"centre",1958,13,37.2263376655331,7.12009771614865,9.65514552405758,1.57034596086082,0,0,0,0,3.80255961709053,0,0.0947477570101671,2.4892310125748,0,0.10091477078006,0.0156978532324537,0.428242316342964,1.417861930637,304.706543994236,408.310479248318,0,47.3258215888053
"centre",1958,14,37.2263376655331,7.12009771614865,9.65514552405758,1.57034596086082,0,0,0,0,3.80255961709053,0,0.0947477570101671,2.4892310125748,0,0.10091477078006,0.0156978532324537,0.428242316342964,1.417861930637,304.706543994236,408.310479248318,0,47.3258215888053
"centre",1958,15,37.2263376655331,7.12009771614865,9.65514552405758,1.57034596086082,0,0,0,0,3.80255961709053,0,0.0947477570101671,2.4892310125748,0,0.10091477078006,0.0156978532324537,0.428242316342964,1.417861930637,304.706543994236,408.310479248318,0,47.3258215888053
"centre",1958,16,37.1276768286348,7.10807194007927,9.64160177843742,1.5676137121491,0,0,0,0,3.79094426597257,0,0.0948082242081754,2.49553312813521,0,0.101568707346031,0.0157075325622014,0.428205564146989,1.41572789814646,304.880809833547,408.217854825418,0,47.266024799558
"centre",1958,17,36.8403677981067,7.07305182295415,9.60216120053258,1.55965716370291,0,0,0,0,3.75711934238729,0,0.0949888666853773,2.51388544267926,0,0.103480143881462,0.0157364899678421,0.428097419349286,1.40950836049564,305.394027549396,407.944630997242,0,47.0911629297942
"centre",1958,18,36.3774207941993,7.01662318139783,9.53860977877647,1.54683661205564,0,0,0,0,3.70261654098762,0,0.095288545766538,2.54345690800118,0,0.10657352064263,0.0157846045739723,0.427921049635191,1.39947715741573,306.231827438652,407.49778192457,0,46.8080287264813
"centre",1958,19,35.7518460371627,6.94037183203484,9.45273350160252,1.52951235374072,0,0,0,0,3.62896755642647,0,0.095706122776423,2.5834164758952,0,0.110773277885813,0.0158517555051885,0.427679622690038,1.38590812863792,307.379839798189,406.884281768185,0,46.4234149365864
"centre",1958,20,34.9766537472474,6.84588359148972,9.34631835744416,1.50804468529155,0,0,0,0,3.53770408335676,0,0.0962404590397975,2.63293309815556,0,0.116003855867288,0.0159378218860872,0.427376306199161,1.36907511389341,308.823694924876,406.111104688868,0,45.9441143070768
