"","year","jd","Acartia.spp...unidentified.","Appendicularia","Calanus.finmarchicus","Calanus.helgolandicus","Calanus.I.IV","Calanus.V.VI.unidentified","Centropages.hamatus","Centropages.spp...Unidentified.","Centropages.typicus","Copepod.nauplii","Decapoda.larvae..Total.","Euphausiacea.Total","Evadne.spp.","Fish.eggs..Total.","Fish.larvae","Hyperiidea..Total.","Metridia.lucens","Oithona.spp.","Para.Pseudocalanus.spp.","Podon.spp.","Temora.longicornis"
"41636",1979,1,0,0,441.144405105568,0.196936704188965,0,0,0,0,0,40.5290028910623,0,20.3484456030985,0,0,0,0,0.0456664821307744,118.875561296672,24.8311496586087,0,0
"41637",1979,2,0,0,441.144405105568,0.196936704188965,0,0,0,0,0,40.5290028910623,0,20.3484456030985,0,0,0,0,0.0456664821307744,118.875561296672,24.8311496586087,0,0
"41638",1979,3,0,0,441.144405105568,0.196936704188965,0,0,0,0,0,40.5290028910623,0,20.3484456030985,0,0,0,0,0.0456664821307744,118.875561296672,24.8311496586087,0,0
"41639",1979,4,0,0,441.144405105568,0.196936704188965,0,0,0,0,0,40.5290028910623,0,20.3484456030985,0,0,0,0,0.0456664821307744,118.875561296672,24.8311496586087,0,0
"41640",1979,5,0,0,441.144405105568,0.196936704188965,0,0,0,0,0,40.5290028910623,0,20.3484456030985,0,0,0,0,0.0456664821307744,118.875561296672,24.8311496586087,0,0
"41641",1979,6,0,0,441.144405105568,0.196936704188965,0,0,0,0,0,40.5290028910623,0,20.3484456030985,0,0,0,0,0.0456664821307744,118.875561296672,24.8311496586087,0,0
"41642",1979,7,0,0,441.144405105568,0.196936704188965,0,0,0,0,0,40.5290028910623,0,20.3484456030985,0,0,0,0,0.0456664821307744,118.875561296672,24.8311496586087,0,0
"41643",1979,8,0,0,441.144405105568,0.196936704188965,0,0,0,0,0,40.5290028910623,0,20.3484456030985,0,0,0,0,0.0456664821307744,118.875561296672,24.8311496586087,0,0
"41644",1979,9,0,0,441.144405105568,0.196936704188965,0,0,0,0,0,40.5290028910623,0,20.3484456030985,0,0,0,0,0.0456664821307744,118.875561296672,24.8311496586087,0,0
"41645",1979,10,0,0,441.144405105568,0.196936704188965,0,0,0,0,0,40.5290028910623,0,20.3484456030985,0,0,0,0,0.0456664821307744,118.875561296672,24.8311496586087,0,0
"41646",1979,11,0,0,441.144405105568,0.196936704188965,0,0,0,0,0,40.5290028910623,0,20.3484456030985,0,0,0,0,0.0456664821307744,118.875561296672,24.8311496586087,0,0
"41647",1979,12,0,0,441.144405105568,0.196936704188965,0,0,0,0,0,40.5290028910623,0,20.3484456030985,0,0,0,0,0.0456664821307744,118.875561296672,24.8311496586087,0,0
"41648",1979,13,0,0,441.144405105568,0.196936704188965,0,0,0,0,0,40.5290028910623,0,20.3484456030985,0,0,0,0,0.0456664821307744,118.875561296672,24.8311496586087,0,0
