"input_id","JulianDay","R","S","Weight","Length","ingested_weight","ingested_energy","avg_stomach","selectivity","ingested_prey_size","mode1","mode2","mode3","max1","max2","max3","year"
1,141,0.343982,0.330094,0.147683,4.10313,0.0763847,0.0880772,0.0216636,1.11771,0.886563,0.601248,0.396885,0.00186651,50.0317,7.23912,0.000144478,1982
1,142,0.380357,0.359235,0.161588,4.21067,0.0775463,0.0977656,0.0251269,1.12988,0.910065,0.589103,0.409151,0.00174638,51.7577,8.30881,0.000153498,1982
1,143,0.42122,0.391483,0.177064,4.32283,0.078785,0.108664,0.0271576,1.14223,0.935763,0.577002,0.421372,0.00162645,53.4762,9.53436,0.000162804,1982
1,144,0.466997,0.427068,0.194241,4.43939,0.080126,0.120497,0.0294761,1.15451,0.963097,0.564632,0.433857,0.0015114,55.1542,10.9201,0.000172403,1982
1,145,0.518034,0.466144,0.213214,4.55985,0.081608,0.133075,0.0321658,1.16655,0.991555,0.551887,0.44671,0.00140329,56.761,12.4644,0.000182245,1982
1,146,0.574669,0.508853,0.234073,4.68375,0.0832771,0.146414,0.0351474,1.17818,1.02066,0.538814,0.459883,0.00130254,58.2721,14.1593,0.000192243,1982
1,147,0.63727,0.555355,0.256921,4.8107,0.0851782,0.160609,0.0382288,1.18927,1.04996,0.525544,0.473248,0.00120874,59.6717,15.9922,0.000202303,1982
1,148,0.706267,0.605847,0.281877,4.94044,0.0873473,0.17582,0.0411462,1.19971,1.07906,0.512242,0.486637,0.0011211,60.9518,17.9462,0.000212338,1982
1,149,0.782017,0.66047,0.309035,5.07259,0.0898067,0.191887,0.0437739,1.20939,1.10759,0.49908,0.499881,0.00103869,62.1113,20.0014,0.000222276,1982
1,150,0.864728,0.719249,0.338432,5.20659,0.0925581,0.208456,0.0462374,1.21822,1.13522,0.486235,0.512805,0.000960549,63.1525,22.1339,0.000232033,1982
1,151,0.954541,0.782171,0.370085,5.34185,0.0955807,0.225406,0.0486302,1.22608,1.16164,0.473876,0.525238,0.00088571,64.0803,24.3154,0.000241501,1982
1,152,1.05153,0.849178,0.403987,5.47783,0.0988366,0.242604,0.0509206,1.23292,1.18658,0.462141,0.537046,0.000813346,64.9019,26.5169,0.000250581,1982
1,153,1.15567,0.920153,0.4401,5.61396,0.102267,0.259856,0.0530722,1.23867,1.20984,0.451159,0.548099,0.000742672,65.6243,28.7054,0.000259127,1982
1,154,1.26675,0.994869,0.478327,5.7496,0.105829,0.276735,0.055211,1.24344,1.23136,0.440923,0.558403,0.000673429,66.26,30.863,0.000267209,1982
1,155,1.38438,1.07298,0.518508,5.88405,0.109452,0.292751,0.0575861,1.24722,1.25105,0.431507,0.567888,0.000605134,66.816,32.9598,0.000274706,1982
1,156,1.5081,1.15413,0.56047,6.01672,0.113071,0.307799,0.0602885,1.25011,1.26889,0.42292,0.576542,0.000537618,67.3009,34.9734,0.000281586,1982
1,157,1.63741,1.23796,0.604034,6.14712,0.11663,0.32183,0.0632427,1.25223,1.28492,0.415145,0.584384,0.000470944,67.7228,36.8863,0.00028787,1982
