"year","assimilated_weight","ingested_weight","Weight","Length","Energy","JulianDay"
2003,0,0,0.18,3.53112813245625,0.9,141
2003,0,0,0.176035230398028,3.50737572154885,0.88017615199014,142
2003,0,0,0.172117773595982,3.48353767310581,0.860588867979909,143
2003,0,0,0.168243685793506,3.45958868077089,0.841218428967532,144
2003,0,0,0.164411918191465,3.43552018495592,0.822059590957325,145
2003,0,0,0.160604760138778,3.41121589446955,0.80302380069389,146
2003,0,0,0.156798443767937,3.38651217584009,0.783992218839684,147
2003,0,0,0.152987581944952,3.36135661725679,0.764937909724761,148
2003,0,0,0.149185025663702,3.33581672977269,0.745925128318511,149
2003,0,0,0.145421300244341,3.31008686990389,0.727106501221707,150
2003,0,0,0.141725106691421,3.28436291557285,0.708625533457105,151
2003,0,0,0.138103532244353,3.25870068034714,0.690517661221763,152
2003,0,0,0.134552562157857,3.23307921572035,0.672762810789284,153
2003,0,0,0.131057977588795,3.20740026516441,0.655289887943974,154
2003,0,0,0.127596285359474,3.18148809882476,0.637981426797371,155
2003,0,0,0.124150355944744,3.15520261969331,0.62075177972372,156
2003,0,0,0.120711813439939,3.12846161849489,0.603559067199694,157
2003,0,0,0.11726755656659,3.1011385169839,0.586337782832952,158
2003,0,0,0.113799757191396,3.07305758341547,0.568998785956979,159
2003,0,0,0.110285764280841,3.04398744132476,0.551428821404203,160
2003,0,0,0.106737894143118,3.01397451263794,0.533689470715592,161
2003,0,0,0.103194696421461,2.98329892515664,0.515973482107306,162
2003,0,0,0.0996768934610487,2.95210813465141,0.498384467305244,163
2003,0,0,0.0961877214921086,2.92040384038866,0.480938607460543,164
2003,0,0,0.0927134674092022,2.88802835061373,0.463567337046011,165
2003,0,0,0.0892461641154674,2.85486325846466,0.446230820577337,166
2003,0,0,0.0857994732929933,2.82099292601121,0.428997366464966,167
2003,0,0,0.0823949484391873,2.78659274134211,0.411974742195936,168
2003,0,0,0.0790609443186239,2.75193115808838,0.395304721593119,169
2003,0,0,0.0758312253120475,2.71736825552339,0.379156126560238,170
2003,0,0,0.0727152937234628,2.68303652730669,0.363576468617314,171
2003,0,0,0.0696997062819067,2.64881970763941,0.348498531409533,172
2003,0,0,0.0667781441523347,2.61467108908531,0.333890720761674,173
2003,0,0,0.0639502981698849,2.58061126415777,0.319751490849424,174
2003,0,0,0.0612208922898448,2.54672651672383,0.306104461449224,175
2003,0,0,0.0585715905377368,2.51281374447253,0.292857952688684,176
2003,0,0,0.0559695446138761,2.47844862983167,0.27984772306938,177
2003,0,0,0.0533990667190316,2.44338901353631,0.266995333595158,178
2003,0,0,0.0508598440301086,2.40758099745347,0.254299220150543,179
2003,0,0,0.0483658106957168,2.37117588656413,0.241829053478584,180
2003,0,0,0.0459410612771025,2.33450520259562,0.229705306385513,181
2003,0,0,0.0435980431835356,2.2977657266277,0.217990215917678,182
2003,0,0,0.0413318108753461,2.26089674148774,0.206659054376731,183
2003,0,0,0.0391229124738506,2.22357851300831,0.195614562369253,184
2003,0,0,0.036938856762976,2.18520683951867,0.18469428381488,185
2003,0,0,0.0347673258344595,2.14545380837539,0.173836629172298,186
2003,0,0,0.032620216371405,2.10440798601808,0.163101081857025,187
2003,0,0,0.0305036311999675,2.0620588881989,0.152518155999838,188
2003,0,0,0.0284183636200071,2.01828332445563,0.142091818100035,189
2003,0,0,0.0263604644538295,1.97282881243444,0.131802322269148,190
2003,0,0,0.0243463571310404,1.92587935595221,0.121731785655202,191
2003,0,0,0.0224078480615478,1.87806116894412,0.112039240307739,192
2003,0,0,0.0205647567177439,1.82984288399737,0.102823783588719,193
2003,0,0,0.0188262636856684,1.78151600782016,0.0941313184283418,194
2003,0,0,0.0171925583232739,1.73317802603949,0.0859627916163693,195
2003,0,0,0.0156533028695282,1.68461002531265,0.0782665143476412,196
2003,0,0,0.014199408124877,1.63557463542742,0.0709970406243852,197
2003,0,0,0.0128308765179863,1.58610822193124,0.0641543825899313,198
2003,0,0,0.0115542083163763,1.53652647984056,0.0577710415818815,199
2003,0,0,0.0103800173589355,1.48742945813708,0.0519000867946775,200
2003,0,0,0.00930509345656174,1.43896193436097,0.0465254672828087,201
2003,0,0,0.00831485967349451,1.39072570764519,0.0415742983674725,202
2003,0,0,0.00739987823380482,1.3424525746166,0.0369993911690241,203
2003,0,0,0.0065545657456537,1.29400251074579,0.0327728287282685,204
2003,0,0,0.00577603172491072,1.24535854680695,0.0288801586245536,205
2003,0,0,0.00505830784759047,1.19627903740912,0.0252915392379524,206
2003,0,0,0.00439392283218185,1.14630802165488,0.0219696141609093,207
2003,0,0,0.00377916963585004,1.09513124078626,0.0188958481792502,208
2003,0,0,0.00321312919066645,1.04258667149259,0.0160656459533322,209
2003,0,0,0.0026967725917451,0.988681602476001,0.0134838629587255,210
2003,0,0,0.00223214867730974,0.93362234732718,0.0111607433865487,211
2003,0,0,0.00181992771643416,0.877610581245384,0.00909963858217082,212
